,DATE,WEATHER,TEMPC,WIND
804,2009-01-26 19,normal,-2.2,7.0
805,2009-01-26 20,normal,-2.2,8.0
806,2009-01-26 21,normal,-2.2,6.0
807,2009-01-26 22,normal,-2.2,5.0
809,2009-01-26 23,normal,,
810,2009-01-27 00,normal,-2.8,3.0
811,2009-01-27 01,normal,-2.8,5.0
812,2009-01-27 02,normal,-2.8,0.0
813,2009-01-27 03,normal,-3.3,6.0
814,2009-01-27 04,normal,-3.3,3.0
815,2009-01-27 05,normal,-3.3,5.0
816,2009-01-27 06,normal,-3.3,6.0
817,2009-01-27 07,normal,-3.3,5.0
818,2009-01-27 08,normal,-3.3,9.0
819,2009-01-27 09,normal,-3.3,7.0
820,2009-01-27 10,normal,-2.8,7.0
821,2009-01-27 11,normal,-3.3,6.0
822,2009-01-27 12,normal,-2.8,0.0
823,2009-01-27 13,normal,-2.2,5.0
824,2009-01-27 14,normal,-1.7,3.0
825,2009-01-27 15,normal,-1.7,5.0
826,2009-01-27 16,normal,-1.7,0.0
827,2009-01-27 17,normal,-1.7,0.0
828,2009-01-27 18,normal,-1.7,5.0
829,2009-01-27 19,normal,-1.7,0.0
830,2009-01-27 20,normal,-1.7,6.0
831,2009-01-27 21,normal,-1.7,6.0
832,2009-01-27 22,normal,-1.7,7.0
834,2009-01-27 23,normal,,
835,2009-01-28 00,normal,-2.8,6.0
837,2009-01-28 01,snow,-3.9,9.0
840,2009-01-28 02,snow,-3.9,7.0
845,2009-01-28 03,snow,-4.4,9.0
847,2009-01-28 04,snow,-3.9,10.0
849,2009-01-28 05,snow,-2.8,10.0
853,2009-01-28 06,snow,-2.2,9.0
855,2009-01-28 07,snow,-1.7,10.0
859,2009-01-28 08,rain,-1.1,11.0
865,2009-01-28 09,rain,0.0,9.0
868,2009-01-28 10,rain,0.6,6.0
871,2009-01-28 11,rain,1.1,11.0
874,2009-01-28 12,rain,1.7,10.0
878,2009-01-28 13,fog,1.7,7.0
879,2009-01-28 14,fog,2.2,6.0
883,2009-01-28 15,fog,2.2,5.0
887,2009-01-28 16,rain,2.0,6.0
893,2009-01-28 17,rain,4.4,5.0
897,2009-01-28 18,normal,3.9,11.0
898,2009-01-28 19,normal,4.4,10.0
899,2009-01-28 20,normal,4.4,10.0
900,2009-01-28 21,normal,4.4,14.0
901,2009-01-28 22,normal,3.3,16.0
903,2009-01-28 23,normal,,
904,2009-01-29 00,normal,1.1,10.0
905,2009-01-29 01,normal,0.0,16.0
906,2009-01-29 02,normal,-1.1,9.0
907,2009-01-29 03,normal,-1.7,10.0
908,2009-01-29 04,normal,-2.2,10.0
909,2009-01-29 05,normal,-2.8,7.0
910,2009-01-29 06,normal,-2.8,10.0
911,2009-01-29 07,normal,-3.3,14.0
912,2009-01-29 08,normal,-3.3,8.0
913,2009-01-29 09,normal,-2.8,9.0
914,2009-01-29 10,normal,-1.7,9.0
915,2009-01-29 11,normal,-1.1,7.0
916,2009-01-29 12,normal,0.0,8.0
917,2009-01-29 13,normal,0.0,10.0
918,2009-01-29 14,normal,0.6,6.0
919,2009-01-29 15,normal,0.6,8.0
920,2009-01-29 16,normal,0.0,6.0
921,2009-01-29 17,normal,0.0,7.0
922,2009-01-29 18,normal,-0.6,6.0
923,2009-01-29 19,normal,-1.1,7.0
924,2009-01-29 20,normal,-1.1,5.0
925,2009-01-29 21,normal,-1.1,6.0
926,2009-01-29 22,normal,-1.7,5.0
928,2009-01-29 23,normal,,
929,2009-01-30 00,normal,-2.2,5.0
930,2009-01-30 01,normal,-1.7,7.0
931,2009-01-30 02,normal,-1.7,6.0
932,2009-01-30 03,normal,-2.2,3.0
933,2009-01-30 04,normal,-2.2,3.0
934,2009-01-30 05,normal,-2.2,6.0
935,2009-01-30 06,normal,-2.2,0.0
936,2009-01-30 07,normal,-1.1,0.0
937,2009-01-30 08,normal,-0.6,3.0
938,2009-01-30 09,normal,0.6,8.0
939,2009-01-30 10,normal,0.6,8.0
940,2009-01-30 11,normal,0.0,7.0
942,2009-01-30 12,snow,0.6,10.0
944,2009-01-30 13,normal,0.6,8.0
945,2009-01-30 14,normal,1.1,6.0
946,2009-01-30 15,normal,1.1,10.0
947,2009-01-30 16,normal,1.1,6.0
948,2009-01-30 17,normal,1.1,6.0
949,2009-01-30 18,normal,0.6,6.0
950,2009-01-30 19,normal,0.6,10.0
951,2009-01-30 20,normal,-1.1,8.0
952,2009-01-30 21,normal,-1.7,14.0
953,2009-01-30 22,normal,-2.2,9.0
955,2009-01-30 23,normal,,
956,2009-01-31 00,normal,-3.3,8.0
957,2009-01-31 01,normal,-3.9,8.0
958,2009-01-31 02,normal,-5.0,10.0
959,2009-01-31 03,normal,-5.0,8.0
960,2009-01-31 04,normal,-5.6,8.0
961,2009-01-31 05,normal,-6.1,8.0
962,2009-01-31 06,normal,-6.7,5.0
963,2009-01-31 07,normal,-6.7,10.0
964,2009-01-31 08,normal,-6.1,11.0
965,2009-01-31 09,normal,-5.6,13.0
966,2009-01-31 10,normal,-4.4,10.0
967,2009-01-31 11,normal,-3.9,10.0
968,2009-01-31 12,normal,-3.9,14.0
969,2009-01-31 13,normal,-3.3,9.0
970,2009-01-31 14,normal,-2.8,8.0
971,2009-01-31 15,normal,-2.8,10.0
972,2009-01-31 16,normal,-3.3,8.0
973,2009-01-31 17,normal,-3.3,8.0
974,2009-01-31 18,normal,-3.9,8.0
975,2009-01-31 19,normal,-3.3,3.0
976,2009-01-31 20,normal,-3.9,9.0
977,2009-01-31 21,normal,-3.9,3.0
978,2009-01-31 22,normal,-3.9,5.0
980,2009-01-31 23,normal,,
981,2009-02-01 00,normal,-2.8,9.0
982,2009-02-01 01,normal,-1.7,10.0
983,2009-02-01 02,normal,-1.7,9.0
984,2009-02-01 03,normal,-1.1,10.0
985,2009-02-01 04,normal,-1.1,6.0
986,2009-02-01 05,normal,-1.1,9.0
987,2009-02-01 06,normal,-1.1,6.0
988,2009-02-01 07,normal,-1.1,6.0
989,2009-02-01 08,normal,-0.6,8.0
990,2009-02-01 09,normal,1.1,6.0
991,2009-02-01 10,normal,2.0,7.0
992,2009-02-01 11,normal,4.4,10.0
993,2009-02-01 12,normal,7.2,8.0
994,2009-02-01 13,normal,8.9,13.0
995,2009-02-01 14,normal,10.6,13.0
996,2009-02-01 15,normal,10.6,8.0
997,2009-02-01 16,normal,10.0,7.0
998,2009-02-01 17,normal,8.9,3.0
999,2009-02-01 18,normal,8.9,5.0
1000,2009-02-01 19,normal,8.9,5.0
1001,2009-02-01 20,normal,8.9,5.0
1002,2009-02-01 21,normal,8.9,6.0
1003,2009-02-01 22,normal,8.3,5.0
1005,2009-02-01 23,normal,,
1006,2009-02-02 00,normal,8.9,5.0
1007,2009-02-02 01,normal,7.8,7.0
1008,2009-02-02 02,normal,6.7,3.0
1009,2009-02-02 03,normal,5.6,6.0
1010,2009-02-02 04,normal,4.4,5.0
1011,2009-02-02 05,normal,5.0,0.0
1012,2009-02-02 06,normal,4.4,3.0
1013,2009-02-02 07,normal,5.0,0.0
1014,2009-02-02 08,normal,6.0,0.0
1015,2009-02-02 09,normal,7.2,0.0
1016,2009-02-02 10,normal,9.4,6.0
1017,2009-02-02 11,normal,9.4,0.0
1018,2009-02-02 12,normal,11.1,5.0
1019,2009-02-02 13,normal,11.1,0.0
1020,2009-02-02 14,normal,11.1,3.0
1021,2009-02-02 15,normal,10.6,3.0
1022,2009-02-02 16,normal,8.3,6.0
1023,2009-02-02 17,normal,7.2,8.0
1024,2009-02-02 18,normal,5.6,8.0
1025,2009-02-02 19,normal,4.4,9.0
1026,2009-02-02 20,normal,3.9,8.0
1027,2009-02-02 21,normal,2.8,13.0
1028,2009-02-02 22,normal,2.2,11.0
1030,2009-02-02 23,normal,,
1033,2009-02-03 00,snow,1.1,11.0
1038,2009-02-03 01,snow,1.0,5.0
1041,2009-02-03 02,normal,0.6,7.0
1042,2009-02-03 03,normal,0.6,8.0
1044,2009-02-03 04,normal,0.6,5.0
1046,2009-02-03 05,normal,1.1,7.0
1049,2009-02-03 06,snow,0.6,8.0
1050,2009-02-03 07,normal,0.6,13.0
1051,2009-02-03 08,normal,1.1,9.0
1054,2009-02-03 09,snow,0.6,8.0
1056,2009-02-03 10,snow,0.6,10.0
1059,2009-02-03 11,snow,0.0,7.0
1062,2009-02-03 12,snow,-0.6,5.0
1066,2009-02-03 13,snow,-1.1,14.0
1067,2009-02-03 14,snow,-1.1,10.0
1068,2009-02-03 15,snow,-1.1,8.0
1071,2009-02-03 16,snow,-1.7,9.0
1076,2009-02-03 17,snow,-2.2,8.0
1080,2009-02-03 18,snow,-2.8,7.0
1082,2009-02-03 19,normal,-2.8,3.0
1083,2009-02-03 20,normal,-2.8,7.0
1084,2009-02-03 21,normal,-3.3,8.0
1085,2009-02-03 22,normal,-3.3,5.0
1087,2009-02-03 23,normal,,
1088,2009-02-04 00,normal,-4.4,5.0
1089,2009-02-04 01,normal,-5.0,8.0
1090,2009-02-04 02,normal,-5.0,3.0
1091,2009-02-04 03,normal,-5.6,7.0
1092,2009-02-04 04,normal,-6.7,8.0
1093,2009-02-04 05,normal,-7.2,7.0
1094,2009-02-04 06,normal,-8.3,7.0
1095,2009-02-04 07,normal,-7.8,5.0
1096,2009-02-04 08,normal,-7.8,0.0
1097,2009-02-04 09,normal,-7.2,7.0
1098,2009-02-04 10,normal,-6.1,7.0
1099,2009-02-04 11,normal,-3.9,5.0
1100,2009-02-04 12,normal,-2.8,7.0
1101,2009-02-04 13,normal,-1.7,7.0
1102,2009-02-04 14,normal,-1.7,7.0
1103,2009-02-04 15,normal,-1.7,14.0
1104,2009-02-04 16,normal,-2.2,6.0
1105,2009-02-04 17,normal,-2.8,11.0
1106,2009-02-04 18,normal,-3.9,15.0
1107,2009-02-04 19,normal,-4.4,10.0
1108,2009-02-04 20,normal,-5.6,10.0
1109,2009-02-04 21,normal,-6.7,11.0
1110,2009-02-04 22,normal,-7.2,10.0
1112,2009-02-04 23,normal,,
1113,2009-02-05 00,normal,-9.4,6.0
1114,2009-02-05 01,normal,-10.0,9.0
1115,2009-02-05 02,normal,-10.6,13.0
1116,2009-02-05 03,normal,-11.1,6.0
1117,2009-02-05 04,normal,-11.1,7.0
1118,2009-02-05 05,normal,-11.1,3.0
1119,2009-02-05 06,normal,-11.1,6.0
1120,2009-02-05 07,normal,-10.6,6.0
1121,2009-02-05 08,normal,-10.0,10.0
1122,2009-02-05 09,normal,-8.9,10.0
1123,2009-02-05 10,normal,-8.3,16.0
1124,2009-02-05 11,normal,-7.2,15.0
1125,2009-02-05 12,normal,-6.1,17.0
1126,2009-02-05 13,normal,-5.6,14.0
1127,2009-02-05 14,normal,-5.6,8.0
1128,2009-02-05 15,normal,-5.6,13.0
1129,2009-02-05 16,normal,-6.1,13.0
1130,2009-02-05 17,normal,-6.7,13.0
1131,2009-02-05 18,normal,-6.7,9.0
1132,2009-02-05 19,normal,-7.2,8.0
1133,2009-02-05 20,normal,-7.8,10.0
1134,2009-02-05 21,normal,-8.3,6.0
1135,2009-02-05 22,normal,-8.3,7.0
1137,2009-02-05 23,normal,,
1138,2009-02-06 00,normal,-8.9,7.0
1139,2009-02-06 01,normal,-9.4,10.0
1140,2009-02-06 02,normal,-8.9,8.0
1141,2009-02-06 03,normal,-8.9,10.0
1142,2009-02-06 04,normal,-8.3,7.0
1143,2009-02-06 05,normal,-7.8,5.0
1144,2009-02-06 06,normal,-7.8,5.0
1145,2009-02-06 07,normal,-7.2,8.0
1146,2009-02-06 08,normal,-6.7,5.0
1147,2009-02-06 09,normal,-6.1,3.0
1148,2009-02-06 10,normal,-5.0,5.0
1149,2009-02-06 11,normal,-4.4,7.0
1150,2009-02-06 12,normal,-3.3,5.0
1151,2009-02-06 13,normal,-2.2,7.0
1152,2009-02-06 14,normal,-1.7,5.0
1153,2009-02-06 15,normal,-1.1,0.0
1154,2009-02-06 16,normal,-1.7,3.0
1155,2009-02-06 17,normal,-1.1,6.0
1156,2009-02-06 18,normal,-1.1,6.0
1157,2009-02-06 19,normal,-1.1,3.0
1158,2009-02-06 20,normal,-0.6,7.0
1159,2009-02-06 21,normal,-0.6,3.0
1160,2009-02-06 22,normal,-0.6,5.0
1162,2009-02-06 23,normal,,
1163,2009-02-07 00,normal,-0.6,3.0
1164,2009-02-07 01,normal,-1.1,5.0
1165,2009-02-07 02,normal,-1.7,5.0
1166,2009-02-07 03,normal,-1.1,0.0
1167,2009-02-07 04,normal,-1.7,0.0
1168,2009-02-07 05,normal,-1.7,3.0
1169,2009-02-07 06,normal,-1.7,0.0
1170,2009-02-07 07,normal,-1.1,0.0
1171,2009-02-07 08,normal,0.0,0.0
1172,2009-02-07 09,normal,2.8,3.0
1173,2009-02-07 10,normal,4.4,0.0
1174,2009-02-07 11,normal,5.0,6.0
1175,2009-02-07 12,normal,6.7,3.0
1176,2009-02-07 13,normal,7.8,7.0
1177,2009-02-07 14,normal,7.8,6.0
1178,2009-02-07 15,normal,8.3,3.0
1179,2009-02-07 16,normal,7.8,3.0
1180,2009-02-07 17,normal,6.7,3.0
1181,2009-02-07 18,normal,6.1,0.0
1182,2009-02-07 19,normal,5.6,0.0
1183,2009-02-07 20,normal,7.8,7.0
1184,2009-02-07 21,normal,9.4,9.0
1185,2009-02-07 22,normal,9.4,13.0
1187,2009-02-07 23,normal,,
1188,2009-02-08 00,normal,10.0,13.0
1189,2009-02-08 01,normal,9.4,9.0
1190,2009-02-08 02,normal,8.9,5.0
1191,2009-02-08 03,normal,8.9,5.0
1192,2009-02-08 04,normal,10.0,7.0
1193,2009-02-08 05,normal,10.0,8.0
1194,2009-02-08 06,normal,11.7,10.0
1195,2009-02-08 07,normal,12.2,7.0
1196,2009-02-08 08,normal,13.3,9.0
1197,2009-02-08 09,normal,14.4,5.0
1198,2009-02-08 10,normal,13.9,10.0
1199,2009-02-08 11,normal,12.8,9.0
1200,2009-02-08 12,normal,11.7,17.0
1201,2009-02-08 13,normal,11.1,17.0
1202,2009-02-08 14,normal,10.0,11.0
1203,2009-02-08 15,normal,8.9,13.0
1204,2009-02-08 16,normal,7.2,8.0
1205,2009-02-08 17,normal,6.7,14.0
1206,2009-02-08 18,normal,5.6,9.0
1207,2009-02-08 19,normal,5.0,15.0
1208,2009-02-08 20,normal,4.4,8.0
1209,2009-02-08 21,normal,4.4,8.0
1210,2009-02-08 22,normal,3.9,7.0
1212,2009-02-08 23,normal,,
1213,2009-02-09 00,normal,2.8,5.0
1214,2009-02-09 01,normal,2.8,10.0
1215,2009-02-09 02,normal,1.7,10.0
1216,2009-02-09 03,normal,1.7,9.0
1217,2009-02-09 04,normal,1.1,8.0
1218,2009-02-09 05,normal,1.1,6.0
1219,2009-02-09 06,normal,0.6,6.0
1220,2009-02-09 07,normal,1.1,7.0
1221,2009-02-09 08,normal,1.7,9.0
1222,2009-02-09 09,normal,2.8,9.0
1223,2009-02-09 10,normal,3.9,7.0
1224,2009-02-09 11,normal,5.0,6.0
1225,2009-02-09 12,normal,5.6,8.0
1226,2009-02-09 13,normal,6.7,9.0
1227,2009-02-09 14,normal,6.7,9.0
1228,2009-02-09 15,normal,7.2,9.0
1229,2009-02-09 16,normal,6.7,5.0
1230,2009-02-09 17,normal,6.7,3.0
1231,2009-02-09 18,normal,6.1,7.0
1232,2009-02-09 19,normal,6.1,0.0
1233,2009-02-09 20,normal,5.6,0.0
1234,2009-02-09 21,normal,6.1,0.0
1235,2009-02-09 22,normal,5.6,0.0
1237,2009-02-09 23,normal,,
1238,2009-02-10 00,normal,5.0,3.0
1239,2009-02-10 01,normal,5.6,0.0
1240,2009-02-10 02,normal,5.0,6.0
1241,2009-02-10 03,normal,3.9,0.0
1242,2009-02-10 04,normal,2.8,3.0
1243,2009-02-10 05,normal,2.2,5.0
1244,2009-02-10 06,normal,2.8,3.0
1245,2009-02-10 07,normal,4.4,3.0
1246,2009-02-10 08,normal,4.4,5.0
1247,2009-02-10 09,normal,6.7,5.0
1248,2009-02-10 10,normal,7.8,5.0
1249,2009-02-10 11,normal,7.2,6.0
1251,2009-02-10 12,normal,7.8,7.0
1252,2009-02-10 13,normal,9.4,9.0
1254,2009-02-10 14,normal,9.4,8.0
1257,2009-02-10 15,normal,8.3,6.0
1258,2009-02-10 16,normal,8.3,0.0
1259,2009-02-10 17,normal,6.1,0.0
1260,2009-02-10 18,normal,6.7,3.0
1261,2009-02-10 19,normal,6.7,0.0
1262,2009-02-10 20,normal,6.1,3.0
1263,2009-02-10 21,normal,6.1,5.0
1264,2009-02-10 22,normal,6.1,5.0
1266,2009-02-10 23,normal,,
1267,2009-02-11 00,normal,7.2,0.0
1268,2009-02-11 01,normal,8.3,5.0
1269,2009-02-11 02,normal,9.4,7.0
1270,2009-02-11 03,normal,9.4,5.0
1271,2009-02-11 04,normal,8.9,0.0
1272,2009-02-11 05,normal,8.9,6.0
1273,2009-02-11 06,normal,8.9,5.0
1274,2009-02-11 07,normal,8.9,6.0
1275,2009-02-11 08,normal,10.6,0.0
1276,2009-02-11 09,normal,11.1,5.0
1277,2009-02-11 10,normal,13.9,0.0
1278,2009-02-11 11,normal,16.1,7.0
1279,2009-02-11 12,normal,17.2,6.0
1280,2009-02-11 13,normal,17.8,7.0
1281,2009-02-11 14,normal,15.0,7.0
1282,2009-02-11 15,normal,14.4,5.0
1283,2009-02-11 16,normal,13.9,5.0
1284,2009-02-11 17,normal,11.7,6.0
1285,2009-02-11 18,normal,11.1,0.0
1286,2009-02-11 19,normal,10.6,5.0
1287,2009-02-11 20,normal,10.0,3.0
1288,2009-02-11 21,normal,11.1,5.0
1289,2009-02-11 22,normal,12.2,7.0
1291,2009-02-11 23,normal,,
1294,2009-02-12 00,rain,11.1,6.0
1295,2009-02-12 01,normal,10.6,5.0
1296,2009-02-12 02,normal,13.3,6.0
1297,2009-02-12 03,normal,13.3,9.0
1298,2009-02-12 04,normal,13.3,8.0
1299,2009-02-12 05,normal,13.3,9.0
1300,2009-02-12 06,normal,12.2,14.0
1301,2009-02-12 07,normal,11.1,20.0
1302,2009-02-12 08,normal,11.1,13.0
1303,2009-02-12 09,normal,11.1,10.0
1304,2009-02-12 10,normal,11.1,20.0
1305,2009-02-12 11,normal,10.6,16.0
1306,2009-02-12 12,normal,10.6,13.0
1307,2009-02-12 13,normal,10.6,11.0
1308,2009-02-12 14,normal,10.6,15.0
1309,2009-02-12 15,normal,10.0,22.0
1310,2009-02-12 16,normal,9.4,16.0
1311,2009-02-12 17,normal,8.9,23.0
1312,2009-02-12 18,normal,8.3,14.0
1313,2009-02-12 19,normal,7.8,21.0
1314,2009-02-12 20,normal,7.2,10.0
1315,2009-02-12 21,normal,7.2,10.0
1316,2009-02-12 22,normal,6.7,17.0
1318,2009-02-12 23,normal,,
1319,2009-02-13 00,normal,6.7,17.0
1320,2009-02-13 01,normal,6.1,17.0
1321,2009-02-13 02,normal,6.1,14.0
1322,2009-02-13 03,normal,6.1,14.0
1323,2009-02-13 04,normal,6.1,10.0
1324,2009-02-13 05,normal,6.1,15.0
1325,2009-02-13 06,normal,5.6,11.0
1326,2009-02-13 07,normal,5.0,23.0
1327,2009-02-13 08,normal,5.0,13.0
1328,2009-02-13 09,normal,4.4,11.0
1329,2009-02-13 10,normal,4.4,6.0
1330,2009-02-13 11,normal,5.0,17.0
1331,2009-02-13 12,normal,5.6,13.0
1332,2009-02-13 13,normal,6.1,14.0
1333,2009-02-13 14,normal,5.6,14.0
1334,2009-02-13 15,normal,5.0,17.0
1335,2009-02-13 16,normal,4.4,6.0
1336,2009-02-13 17,normal,3.3,8.0
1337,2009-02-13 18,normal,2.8,9.0
1338,2009-02-13 19,normal,1.7,7.0
1339,2009-02-13 20,normal,1.1,8.0
1340,2009-02-13 21,normal,0.6,9.0
1341,2009-02-13 22,normal,0.0,7.0
1343,2009-02-13 23,normal,,
1344,2009-02-14 00,normal,-0.6,7.0
1345,2009-02-14 01,normal,-1.1,6.0
1346,2009-02-14 02,normal,-1.7,3.0
1347,2009-02-14 03,normal,-1.7,11.0
1348,2009-02-14 04,normal,-2.2,6.0
1349,2009-02-14 05,normal,-2.2,8.0
1350,2009-02-14 06,normal,-2.2,7.0
1351,2009-02-14 07,normal,-1.7,6.0
1352,2009-02-14 08,normal,-1.1,6.0
1353,2009-02-14 09,normal,0.0,11.0
1354,2009-02-14 10,normal,1.7,5.0
1355,2009-02-14 11,normal,2.8,8.0
1356,2009-02-14 12,normal,3.3,9.0
1357,2009-02-14 13,normal,3.3,7.0
1358,2009-02-14 14,normal,4.4,3.0
1359,2009-02-14 15,normal,4.4,3.0
1360,2009-02-14 16,normal,4.4,5.0
1361,2009-02-14 17,normal,3.9,5.0
1362,2009-02-14 18,normal,4.4,5.0
1363,2009-02-14 19,normal,3.9,5.0
1364,2009-02-14 20,normal,3.9,5.0
1365,2009-02-14 21,normal,3.3,7.0
1366,2009-02-14 22,normal,2.8,10.0
1368,2009-02-14 23,normal,,
1369,2009-02-15 00,normal,1.7,8.0
1370,2009-02-15 01,normal,1.1,9.0
1371,2009-02-15 02,normal,0.6,8.0
1372,2009-02-15 03,normal,-0.6,7.0
1373,2009-02-15 04,normal,-1.1,7.0
1374,2009-02-15 05,normal,-1.1,7.0
1375,2009-02-15 06,normal,-1.7,9.0
1376,2009-02-15 07,normal,-1.7,6.0
1377,2009-02-15 08,normal,-1.1,15.0
1378,2009-02-15 09,normal,0.0,6.0
1379,2009-02-15 10,normal,1.7,9.0
1380,2009-02-15 11,normal,2.8,6.0
1381,2009-02-15 12,normal,3.9,8.0
1382,2009-02-15 13,normal,5.6,7.0
1383,2009-02-15 14,normal,5.6,8.0
1384,2009-02-15 15,normal,5.0,3.0
1385,2009-02-15 16,normal,4.4,6.0
1386,2009-02-15 17,normal,3.9,8.0
1387,2009-02-15 18,normal,3.3,6.0
1388,2009-02-15 19,normal,2.8,7.0
1389,2009-02-15 20,normal,2.2,9.0
1390,2009-02-15 21,normal,1.1,5.0
1391,2009-02-15 22,normal,0.6,3.0
1393,2009-02-15 23,normal,,
1394,2009-02-16 00,normal,-1.1,0.0
1395,2009-02-16 01,normal,-1.1,6.0
1396,2009-02-16 02,normal,-1.7,0.0
1397,2009-02-16 03,normal,-1.7,8.0
1398,2009-02-16 04,normal,-2.2,0.0
1399,2009-02-16 05,normal,-2.2,0.0
1400,2009-02-16 06,normal,-2.2,5.0
1401,2009-02-16 07,normal,-2.2,6.0
1402,2009-02-16 08,normal,-1.7,10.0
1403,2009-02-16 09,normal,-0.6,10.0
1404,2009-02-16 10,normal,-0.6,6.0
1405,2009-02-16 11,normal,1.7,7.0
1406,2009-02-16 12,normal,2.8,7.0
1407,2009-02-16 13,normal,3.3,3.0
1408,2009-02-16 14,normal,4.4,7.0
1409,2009-02-16 15,normal,4.4,7.0
1410,2009-02-16 16,normal,3.3,7.0
1411,2009-02-16 17,normal,2.8,7.0
1412,2009-02-16 18,normal,2.2,5.0
1413,2009-02-16 19,normal,1.7,9.0
1414,2009-02-16 20,normal,1.1,7.0
1415,2009-02-16 21,normal,0.6,3.0
1416,2009-02-16 22,normal,0.0,5.0
1418,2009-02-16 23,normal,,
1419,2009-02-17 00,normal,-1.1,5.0
1420,2009-02-17 01,normal,-1.7,6.0
1421,2009-02-17 02,normal,-2.2,3.0
1422,2009-02-17 03,normal,-2.8,3.0
1423,2009-02-17 04,normal,-3.3,5.0
1424,2009-02-17 05,normal,-3.9,6.0
1425,2009-02-17 06,normal,-4.4,7.0
1426,2009-02-17 07,normal,-3.9,6.0
1427,2009-02-17 08,normal,-2.8,11.0
1428,2009-02-17 09,normal,-1.7,0.0
1429,2009-02-17 10,normal,0.6,9.0
1430,2009-02-17 11,normal,1.7,7.0
1431,2009-02-17 12,normal,3.3,8.0
1432,2009-02-17 13,normal,3.3,8.0
1433,2009-02-17 14,normal,4.4,5.0
1434,2009-02-17 15,normal,3.9,0.0
1435,2009-02-17 16,normal,3.9,3.0
1436,2009-02-17 17,normal,3.3,0.0
1437,2009-02-17 18,normal,2.8,6.0
1438,2009-02-17 19,normal,2.2,0.0
1439,2009-02-17 20,normal,1.7,6.0
1440,2009-02-17 21,normal,1.7,3.0
1441,2009-02-17 22,normal,1.7,6.0
1443,2009-02-17 23,normal,,
1444,2009-02-18 00,normal,1.1,6.0
1445,2009-02-18 01,normal,0.6,5.0
1446,2009-02-18 02,normal,0.6,6.0
1447,2009-02-18 03,normal,1.1,3.0
1448,2009-02-18 04,normal,0.6,0.0
1449,2009-02-18 05,normal,0.6,0.0
1450,2009-02-18 06,normal,0.6,6.0
1451,2009-02-18 07,normal,1.7,5.0
1452,2009-02-18 08,normal,3.3,7.0
1453,2009-02-18 09,normal,3.9,6.0
1454,2009-02-18 10,normal,3.9,9.0
1455,2009-02-18 11,normal,4.4,11.0
1456,2009-02-18 12,normal,4.4,7.0
1460,2009-02-18 13,normal,2.2,5.0
1461,2009-02-18 14,normal,3.9,8.0
1464,2009-02-18 15,rain,2.2,8.0
1467,2009-02-18 16,rain,1.7,6.0
1469,2009-02-18 17,rain,3.3,3.0
1470,2009-02-18 18,rain,4.4,10.0
1471,2009-02-18 19,rain,5.6,8.0
1472,2009-02-18 20,rain,6.1,7.0
1473,2009-02-18 21,fog,6.1,5.0
1477,2009-02-18 22,fog,6.7,0.0
1479,2009-02-18 23,normal,,
1481,2009-02-19 00,fog,6.7,6.0
1482,2009-02-19 01,fog,7.2,3.0
1484,2009-02-19 02,fog,6.7,6.0
1486,2009-02-19 03,fog,7.2,6.0
1487,2009-02-19 04,fog,6.7,10.0
1489,2009-02-19 05,normal,6.1,3.0
1491,2009-02-19 06,normal,5.6,7.0
1492,2009-02-19 07,normal,6.1,3.0
1493,2009-02-19 08,normal,6.7,6.0
1494,2009-02-19 09,normal,7.8,8.0
1495,2009-02-19 10,normal,9.4,9.0
1496,2009-02-19 11,normal,9.4,11.0
1497,2009-02-19 12,normal,8.9,8.0
1498,2009-02-19 14,normal,8.3,7.0
1499,2009-02-19 15,normal,8.9,11.0
1500,2009-02-19 16,normal,5.0,11.0
1501,2009-02-19 17,normal,3.9,7.0
1502,2009-02-19 18,normal,2.8,18.0
1503,2009-02-19 19,normal,0.6,14.0
1504,2009-02-19 20,normal,-0.6,14.0
1505,2009-02-19 21,normal,-1.7,16.0
1506,2009-02-19 22,normal,-2.2,17.0
1508,2009-02-19 23,normal,,
1509,2009-02-20 00,normal,-3.3,11.0
1510,2009-02-20 01,normal,-3.9,10.0
1511,2009-02-20 02,normal,-3.9,14.0
1512,2009-02-20 03,normal,-4.4,18.0
1513,2009-02-20 04,normal,-4.4,16.0
1514,2009-02-20 05,normal,-5.0,13.0
1515,2009-02-20 06,normal,-5.0,20.0
1516,2009-02-20 07,normal,-5.0,17.0
1517,2009-02-20 08,normal,-4.4,15.0
1518,2009-02-20 09,normal,-3.3,13.0
1519,2009-02-20 10,normal,-2.8,10.0
1520,2009-02-20 11,normal,-2.2,17.0
1521,2009-02-20 12,normal,-1.7,11.0
1522,2009-02-20 13,normal,-0.6,17.0
1523,2009-02-20 14,normal,0.0,14.0
1524,2009-02-20 15,normal,0.6,8.0
1525,2009-02-20 16,normal,0.0,11.0
1526,2009-02-20 17,normal,-0.6,14.0
1527,2009-02-20 18,normal,-0.6,13.0
1528,2009-02-20 19,normal,-0.6,17.0
1529,2009-02-20 20,normal,-1.1,11.0
1530,2009-02-20 21,normal,-1.1,11.0
1531,2009-02-20 22,normal,-1.7,14.0
1533,2009-02-20 23,normal,,
1534,2009-02-21 00,normal,-2.2,13.0
1535,2009-02-21 01,normal,-2.2,11.0
1536,2009-02-21 02,normal,-2.2,9.0
1537,2009-02-21 03,normal,-2.8,7.0
1538,2009-02-21 04,normal,-2.8,7.0
1539,2009-02-21 05,normal,-3.3,6.0
