pickup_latitude,pickup_longitude,num
40.750316,-73.994642,380
40.645355224609375,-73.77669525146484,380
40.77410125732422,-73.8745346069336,380
40.77402114868164,-73.87443542480469,379
40.751129150390625,-73.9941177368164,379
40.773719787597656,-73.87093353271484,379
40.76900863647461,-73.86273956298828,379
40.77402877807617,-73.87443542480469,379
40.773765563964844,-73.87091827392578,378
40.77399826049805,-73.8744125366211,378
40.75115966796875,-73.994140625,377
40.77409362792969,-73.87452697753906,377
40.64539337158203,-73.7767333984375,377
40.774131774902344,-73.87451934814453,377
40.7512092590332,-73.99407958984375,377
40.774009704589844,-73.8744125366211,377
40.77409362792969,-73.87449645996094,376
40.7690315246582,-73.86274719238281,376
40.77408981323242,-73.87457275390625,376
40.774139404296875,-73.87306213378906,376
40.64533996582031,-73.77671813964844,376
40.64536666870117,-73.77671813964844,376
40.774139404296875,-73.87303161621094,375
40.645408630371094,-73.77669525146484,375
40.77410888671875,-73.87307739257812,375
40.77397155761719,-73.87442016601562,375
40.77406311035156,-73.87451171875,375
40.64535903930664,-73.7767105102539,375
40.774078369140625,-73.87445068359375,374
40.774131774902344,-73.87306213378906,374
40.64537048339844,-73.77669525146484,374
40.77375030517578,-73.87081909179688,374
40.64540100097656,-73.77668762207031,374
40.644710540771484,-73.7819595336914,374
40.77412033081055,-73.87299346923828,373
40.77378845214844,-73.87085723876953,373
40.774051666259766,-73.87451171875,372
40.77410125732422,-73.87306213378906,372
40.751190185546875,-73.9940414428711,372
40.77405548095703,-73.87449645996094,372
40.77411651611328,-73.8745346069336,372
40.64535140991211,-73.77669525146484,372
40.774131774902344,-73.87299346923828,372
40.644691467285156,-73.7819595336914,372
40.773990631103516,-73.87443542480469,372
40.645408630371094,-73.77667236328125,371
40.76044845581055,-74.00286102294922,371
40.77376174926758,-73.87095642089844,371
40.77410125732422,-73.87458801269531,371
40.774131774902344,-73.87458038330078,371
40.77376174926758,-73.8708267211914,371
40.77375030517578,-73.87095642089844,370
40.774131774902344,-73.87303924560547,370
40.644710540771484,-73.78189086914062,369
40.644718170166016,-73.78186798095703,369
40.77410888671875,-73.8744888305664,369
40.75117111206055,-73.994140625,369
40.77405548095703,-73.87446594238281,369
40.77409744262695,-73.87451934814453,369
40.64529037475586,-73.77670288085938,369
40.7512092590332,-73.99410247802734,368
40.77404022216797,-73.87449645996094,368
40.77412033081055,-73.87460327148438,368
40.77397918701172,-73.87442779541016,368
40.64474868774414,-73.78185272216797,368
40.77376937866211,-73.87084197998047,368
40.77410888671875,-73.87303924560547,368
40.670558,-73.917361,368
40.77370834350586,-73.87090301513672,367
40.76905822753906,-73.86280822753906,367
40.75117111206055,-73.99413299560547,367
40.64474868774414,-73.78182983398438,367
40.77376174926758,-73.8709716796875,366
40.774070739746094,-73.87454223632812,366
40.64535140991211,-73.77667236328125,366
40.773746490478516,-73.87088775634766,366
40.75114822387695,-73.99414825439453,366
40.773738861083984,-73.87094116210938,365
40.751129150390625,-73.99410247802734,365
40.77410888671875,-73.87460327148438,365
40.75117874145508,-73.9940414428711,365
40.751190185546875,-73.99403381347656,365
40.77405548095703,-73.87445068359375,365
40.773780822753906,-73.87085723876953,365
40.77376174926758,-73.87081909179688,364
40.77376937866211,-73.87095642089844,364
40.77412033081055,-73.873046875,364
40.77412033081055,-73.8730697631836,364
40.773681640625,-73.87077331542969,364
40.7741584777832,-73.87301635742188,364
40.773681640625,-73.87078094482422,364
40.645423889160156,-73.7767333984375,364
40.75127029418945,-73.99405670166016,363
40.77396011352539,-73.87445068359375,363
40.773773193359375,-73.87093353271484,363
40.751129150390625,-73.994140625,363
40.77381134033203,-73.87095642089844,363
40.77409362792969,-73.87454223632812,363
40.7510986328125,-73.99411010742188,363
40.774139404296875,-73.87457275390625,363
40.64543151855469,-73.77674865722656,363
40.77411651611328,-73.87454223632812,362
40.773780822753906,-73.87094116210938,362
40.645328521728516,-73.77674865722656,362
40.75122833251953,-73.9941177368164,362
40.77401351928711,-73.87444305419922,362
40.77409362792969,-73.87450408935547,362
40.76047134399414,-74.00285339355469,362
40.75114059448242,-73.99417877197266,361
40.64536666870117,-73.7767105102539,361
40.7512092590332,-73.99405670166016,361
40.656841,-73.793826,361
40.7740364074707,-73.87447357177734,361
40.77397918701172,-73.87442016601562,361
40.77370834350586,-73.87091064453125,361
40.75114822387695,-73.99407196044922,360
40.773738861083984,-73.87095642089844,360
40.774085998535156,-73.87451171875,359
40.77370071411133,-73.87077331542969,359
40.774139404296875,-73.87454986572266,358
40.710606,-73.985316,358
40.75114822387695,-73.9941635131836,358
40.75109100341797,-73.9941177368164,358
40.64537811279297,-73.77674102783203,358
40.75120162963867,-73.99413299560547,357
40.773799896240234,-73.87093353271484,357
40.77410888671875,-73.87310028076172,357
40.7740364074707,-73.87446594238281,357
40.77409362792969,-73.87455749511719,357
40.644691467285156,-73.78191375732422,357
40.773738861083984,-73.87089538574219,357
40.736704,-74.009925,356
40.75123977661133,-73.99404907226562,356
40.77406311035156,-73.87446594238281,356
40.64474868774414,-73.7818603515625,356
40.64539337158203,-73.77674865722656,356
40.77397155761719,-73.87445831298828,356
40.751258850097656,-73.99407196044922,356
40.7510986328125,-73.99408721923828,355
40.644771575927734,-73.78179931640625,355
40.75117111206055,-73.99414825439453,355
40.64536666870117,-73.77670288085938,355
40.774139404296875,-73.87307739257812,355
40.77381134033203,-73.87088775634766,354
40.77408981323242,-73.87303161621094,354
40.77410888671875,-73.87301635742188,354
40.64530944824219,-73.77670288085938,354
40.64533996582031,-73.77668762207031,354
40.64535140991211,-73.77674865722656,354
40.77410125732422,-73.87447357177734,354
40.645389556884766,-73.77667236328125,353
40.77412033081055,-73.87310028076172,353
40.77411651611328,-73.87454986572266,353
40.77399826049805,-73.87443542480469,353
40.76047134399414,-74.00287628173828,353
40.77409362792969,-73.87454986572266,353
40.751121520996094,-73.99417877197266,353
40.77415084838867,-73.87306213378906,352
40.645301818847656,-73.77668762207031,352
40.75127029418945,-73.99407196044922,352
40.751251220703125,-73.99408721923828,352
40.751220703125,-73.99411010742188,352
40.751121520996094,-73.99407958984375,351
40.64543151855469,-73.7767105102539,351
40.77415084838867,-73.87307739257812,351
40.77372360229492,-73.87085723876953,351
40.77400588989258,-73.87443542480469,350
40.77409744262695,-73.87451171875,350
40.75127029418945,-73.9940414428711,350
40.77407455444336,-73.87451171875,350
40.773780822753906,-73.8709716796875,350
40.77401351928711,-73.87445831298828,350
40.75120162963867,-73.994140625,350
40.64535140991211,-73.77665710449219,350
